"anonymous","User's transaction timed out","2022-10-31T21:49:03.815071"
"anonymous","User cancelled transaction before checkout","2022-10-31T21:49:07.390117"
"anonymous","User's transaction timed out","2022-11-01T22:38:31.774455"
"anonymous","User's transaction timed out","2022-11-01T22:38:41.805447"
"anonymous","User's transaction timed out","2022-11-01T22:38:51.825655"
"anonymous","User's transaction timed out","2022-11-01T22:39:01.837659"
"anonymous","User's transaction timed out","2022-11-01T22:39:11.857623"
"anonymous","User's transaction timed out","2022-11-01T22:39:21.868939"
"anonymous","User's transaction timed out","2022-11-01T22:39:31.882861"
"anonymous","User's transaction timed out","2022-11-01T22:39:41.887254"
"anonymous","User's transaction timed out","2022-11-01T22:39:51.896176"
"anonymous","User's transaction timed out","2022-11-01T22:40:01.901156"
"anonymous","User's transaction timed out","2022-11-02T15:29:09.847692"
"anonymous","User's transaction timed out","2022-11-02T15:31:09.885027"
"anonymous","User's transaction timed out","2022-11-02T15:33:09.918984"
"anonymous","User's transaction timed out","2022-11-02T15:35:09.946146"
"anonymous","User cancelled transaction before checkout","2022-11-02T16:02:25.976973"
"apple","User cancelled transaction before checkout","2022-11-02T16:02:38.022754"
"anonymous","User cancelled transaction before checkout","2022-11-02T16:02:43.119485"
"apple","User cancelled transaction before checkout","2022-11-02T23:16:55.688282"
"anonymous","User cancelled transaction before checkout","2022-11-02T23:17:01.274382"
<<<<<<< HEAD
"apple","User cancelled transaction before checkout","2022-11-04T11:33:08.497729"
"anonymous","User cancelled transaction before checkout","2022-11-04T11:33:32.242012"
"apple","User cancelled transaction before checkout","2022-11-04T11:33:39.532666"
"anonymous","User cancelled transaction before checkout","2022-11-04T11:33:57.585614"
"apple","User cancelled transaction before checkout","2022-11-04T11:34:55.470256"
=======
"anonymous","User cancelled transaction before checkout","2022-11-04T10:22:51.140672"
"anonymous","User cancelled transaction before checkout","2022-11-04T10:23:26.172262"
"anonymous","User cancelled transaction before checkout","2022-11-04T10:30:53.947150"
"anonymous","User cancelled transaction before checkout","2022-11-04T10:31:21.313679"
"anonymous","User's transaction timed out","2022-11-04T10:33:20.373380"
"anonymous","User's transaction timed out","2022-11-04T10:35:20.394565"
"anonymous","User cancelled transaction before checkout","2022-11-04T10:36:47.902266"
"anonymous","User cancelled transaction before checkout","2022-11-04T10:36:52.661091"
"anonymous","User cancelled transaction before checkout","2022-11-04T10:41:03.868974"
"anonymous","User cancelled transaction before checkout","2022-11-04T10:42:02.594925"
"anonymous","User cancelled transaction before checkout","2022-11-04T10:42:53.138926"
"anonymous","User cancelled transaction before checkout","2022-11-04T10:43:17.725877"
"anonymous","User cancelled transaction before checkout","2022-11-04T10:44:01.150302"
"anonymous","User cancelled transaction before checkout","2022-11-04T10:44:47.345733"
"anonymous","User cancelled transaction before checkout","2022-11-04T10:45:24.178078"
"anonymous","User cancelled transaction before checkout","2022-11-04T10:45:29.681578"
"anonymous","User cancelled transaction before checkout","2022-11-04T10:45:47.843191"
"anonymous","User cancelled transaction before checkout","2022-11-04T10:46:01.084698"
"anonymous","User cancelled transaction before checkout","2022-11-04T10:46:27.424944"
"anonymous","User cancelled transaction before checkout","2022-11-04T10:46:49.572643"
"anonymous","User cancelled transaction before checkout","2022-11-04T10:47:31.147602"
"anonymous","User cancelled transaction before checkout","2022-11-04T10:48:01.423017"
"anonymous","User cancelled transaction before checkout","2022-11-04T10:48:23.595254"
"anonymous","User cancelled transaction before checkout","2022-11-04T10:49:41.026422"
"anonymous","User cancelled transaction before checkout","2022-11-04T10:50:06.551685"
"anonymous","User cancelled transaction before checkout","2022-11-04T10:50:09.637945"
"anonymous","User cancelled transaction before checkout","2022-11-04T10:52:14.574154"
"anonymous","User cancelled transaction before checkout","2022-11-04T10:52:34.979332"
"anonymous","User cancelled transaction before checkout","2022-11-04T10:53:44.344147"
"anonymous","User cancelled transaction before checkout","2022-11-04T10:53:49.840165"
"anonymous","User cancelled transaction before checkout","2022-11-04T10:54:45.594975"
"anonymous","User cancelled transaction before checkout","2022-11-04T10:55:11.125306"
"anonymous","User cancelled transaction before checkout","2022-11-04T10:55:34.924047"
"anonymous","User cancelled transaction before checkout","2022-11-04T10:56:37.604063"
"anonymous","User cancelled transaction before checkout","2022-11-04T10:57:52.439027"
"anonymous","User cancelled transaction before checkout","2022-11-04T10:58:06.238365"
"anonymous","User cancelled transaction before checkout","2022-11-04T10:58:45.963867"
"anonymous","User cancelled transaction before checkout","2022-11-04T11:00:16.581828"
"anonymous","User cancelled transaction before checkout","2022-11-04T11:06:06.345238"
"anonymous","User's transaction timed out","2022-11-04T11:12:58.057448"
"anonymous","User's transaction timed out","2022-11-04T11:18:02.826312"
"anonymous","User's transaction timed out","2022-11-04T11:33:40.912567"
"owner","User cancelled transaction before checkout","2022-11-04T11:37:13.011373"
"owner","User cancelled transaction before checkout","2022-11-04T11:37:33.141685"
"owner","User's transaction timed out","2022-11-04T11:41:16.345076"
"anonymous","User cancelled transaction before checkout","2022-11-04T11:49:18.084583"
"anonymous","User cancelled transaction before checkout","2022-11-04T11:50:05.221641"
"anonymous","User cancelled transaction before checkout","2022-11-04T11:50:19.942464"
"owner","User cancelled transaction before checkout","2022-11-04T11:51:11.965491"
"apple","User cancelled transaction because change was not available","2022-11-04T11:52:09.163927"
"owner","User's transaction timed out","2022-11-04T11:54:22.694533"
"anonymous","User's transaction timed out","2022-11-04T12:03:49.306627"
"Kylie","User's transaction timed out","2022-11-04T12:35:05.519585"
"apple","User cancelled transaction before checkout","2022-11-04T12:37:07.377974"
"cashier","User's transaction timed out","2022-11-04T13:02:12.556184"
"anonymous","User's transaction timed out","2022-11-04T13:04:12.672073"
"anonymous","User's transaction timed out","2022-11-04T13:06:12.734037"
>>>>>>> 6d89d270582d964af0ea80d9066e321454d16d6d
